Sentence,Label
people with mustaches get super powers and mustaches. no fair.,Negative
 chillin promoting muzik...not eating  lmaao,Positive
 no actually it gets rid of the bacteria and they thaw out nicely,Neutral
 It was on my CNN subscription on Google Reader. I couldn`t help but repost it,Neutral
" but i like the idea going to cinema, but monday....",Neutral
 was there yet another semi final tonight?,Neutral
 Sorry we couldn`t get the project working with the windoze laptop  but a ton of folks came up afterwards and saw it running,Negative
 - we wouldn`t miss it for the world!  ICCVB meetings  Mon-Wed....  the fun is just beginning,Positive
 night honey..see ya tomorrow,Positive
 i hate it. it should just be english all day everyday,Negative
Haavent read the paper yet about the magic loss nor did i get to watch the game last night.... But i do know that we lost,Negative
 Next time,Neutral
"Man, the French Open has been on for a week and I haven`t had the opportunity to catch a single match",Negative
making margaritas and about to watch Milk. Good times,Positive
@ the drs. in beverly hills...doctor`s scare **** out of me,Negative
 I`m just starting to feel really panicky and anxious that something bad has happened cos it seems like it`s been ages,Negative
"Woop, have just bought the Elliot Minor album on itunes. Its finally working for me!!",Positive
 That just doesn`t sound appetizing.,Negative
  why canceled your performance on Letterman? i`m So sad because it is less an option for you.,Negative
"No Evidence, No Conviction ! Absolutely hilarious.. Makes my day every time  http://bit.ly/lrolJ",Positive
 cute   Time for a twitpic ;),Positive
"  Yes, you should go see Star Trek!  It`s sooooo much fun!",Positive
 That is the best sticker EVER. Also. I dig your hair. It`s gotten long since I`ve seen you last.,Positive
" I`m still on the bandwagon. Figured I`ve been on this ride so far, might as well see what happens.",Neutral
thursday night was amazing taylor swift gave me one of her braclets,Positive
"_Henrie hey david, you`re hot",Positive
Listing to a sad song  so i am sad too,Negative
after I said hi how are you she did at double take & left. **** it I should have let her look around first,Negative
Choked on her retainers,Negative
nothing,Neutral
_Aries Me and that person have something in common then! LOL jk....,Neutral
so much for an amazing day...some pervert just ruined it,Negative
_Thrifty eBay 10 mile rule not working for me.  Too many pairs of leather trousers being sold in Aberdeen. Will try next week.,Neutral
  cuss u siad u weren`t having it...lol,Neutral
"dreading this weekend, every minute of it is me doing coursework i should of done during the week AND learning 2 pages of french speaking",Neutral
 i feel like tweeting you for no reason. so um hiiiiii.,Negative
"im sosososo sad, i should be seeing cory lamb in a few hours  i love that kid.",Neutral
Thinking about opening MacMaze sources as I don`t have time to work on it anymore,Negative
awesome night in the city,Positive
 will you be posting a pic of you H suit?? Pretty please?,Neutral
2 hours 3 mins left.....THE PRESSURE!!!! We need to hurry  #48hours,Negative
"****, we have some kind of bugs in our house. And we dont know why or what it is",Negative
loving my new tv,Positive
" I know man, my day off and am pulling myself out of bed",Negative
Having asthma issues today.   BAH!,Negative
hates typing on a mac. wishing that i`ll be done my english essay soon.  sleeeepy,Negative
"sunny day, sunny outlook",Neutral
save me--i feel like i`m going crazy.  ? http://blip.fm/~5z193,Negative
"Why are tea pitcher things so hard to find?  I haven`t seen any here, and I`ve only found this http://tiny.cc/vynk5 online.  Ugly.",Negative
  will have to wait on the recipe at Simply Recipes.  Sorries!,Negative
Getting bored sitting at the hotel room the entire day,Negative
 I`m only 6` 0',Neutral
Sorting out Twitter issues....very frustrated that you can`t talk to someone and they respond slowly to issues - capacity the challenges,Negative
Yorks V Lancs on the telly. Not going too well for Yorkshire.,Negative
 I feel your pain. Mine is the same way,Negative
Scotts the only guy for me   Good night<3,Positive
"Jesus...I`m being SLAMMED via DM`s from the Papaya lobbyists.  OK. Holy ****: Mangosteen, Durian or Papaya...or cybersecurity on a stick.",Negative
I need a coffee,Neutral
 you do realize tom fletcher from mcfly JUST posted basically the same thing!! TWINS!,Neutral
like why the **** am i still up...maybe because im drunk as hell and had a great time tonight..**** was crazy,Positive
 I`d like to put your fruity article on my website if you`ll permit,Positive
"  yeah I saw, looks like hard work, But I would know  whats upp handsome",Neutral
Done some positive affirmation now back to the Japanese yay for bank holiday Monday,Positive
Being followed by compliance.  Great.   Have to watch what I say now.,Positive
 really was the best night ever,Positive
"A little happy for the wine jeje ok it`sm my free time so who cares, jaja i love this day",Positive
 so no rice or crusty bread with the chili .... aawww,Neutral
"Spyed Princess Anne today, and listented to all my friends cooking up the perfect evening, Working sucks for me and OB ?",Negative
" im sick  if i wasnt, id be at the show with ya!",Negative
FRIENDS COMING TONIGHT! Hopefully the weather will stay nice,Positive
 I`m doing okay,Positive
" Happy Birthday  I didn`t get you anything, but you have my best wishes.",Positive
_daarling haha yah it`s walking distance from my house  Mission Tiki Drive-In haha every summer we go like every weekend,Neutral
On runway 2 hours,Neutral
_MEXICO Hey hey. No problem.,Positive
ah good idea. library seems to work  thats why i`m not there obviously.,Positive
"trying to learn for my oral exam, but I`m too distracted",Negative
Life can get soo Dull sometimes what do you do when u have no 1 around  x,Negative
I feel really bad for female racoons with abusive racoon husbands... when you always have black eyes- no one can help,Negative
" it actually is ;) According to all the retweets, at least!",Neutral
 Thanks for the #followfriday!,Positive
"around, reading, bed.",Neutral
ugh. I totally can`t sleep.,Negative
 But I hate being me,Negative
my momma is comin 2night !  2morrow tennis day with p?nar yuppie !,Positive
Sturday night live,Neutral
"How I wish I get at least 2 days-off in a row. 1 day off is not enough to rest.  3 days on, 1 day off, 4 days on, 1 day off...Ugh!!!",Negative
" You must be doing different poetry to me. All we get is Catullus, some Ovid and and an extract from the Aeneid.  x",Neutral
 too late  I`m already on the bus goin home  what the he`ll u talkin about drinkin tea????,Negative
Too hot. Station isn`t packed but train packed. No windows open on train. Roasted sardines.,Negative
 just watched it on youtube and its hilarious. i laughed trough it.. seriously guys so funny.. greetings from Germany...,Positive
i`m lonely.  i need some hug.,Negative
What? But....but...the Nurburgring...  why is it so good? http://tinyurl.com/krcamp,Positive
. Too bad they never made it over here during the last ten years,Negative
Im fine also..up way to early..lol...soo those r all ur dogs? to kut3 ..i def want a pit! lol,Neutral
" BTW, `nathanfillion` is trying to beat his Flight Control score as well, maybe you should follow each other?",Neutral
 that sounds great right about now. It`s ridiculously hot in my house,Neutral
I`m not gonna be here when the new Transformers comes out.... i`ll be in Colombia,Neutral
" thank you for accepting my request!! must take care of my little girl, maybe i write back later",Positive
Another HD - my lecturer was gob smacked by how good our presentation was,Positive
feels guility . sorry `bout that  http://plurk.com/p/wyqow,Negative
 i know they r lol i hope she does she said she will,Positive
_Sanderson What`s with Twatter lately?  Either I can`t get on or the replies don`t turn up!,Neutral
"Wah, my fav whattaburger location is closing on the 31st. ****. Good thing I`m moving.  ****  Mon/fri won`t be the same",Neutral
" I had recommended Harney & Sons (http://www.harney.com/) from where I order much of my tea, I think.",Neutral
I want to buy this great album but unfortunately i dont hav enuff funds  its 'long time noisy',Negative
 Thank you  ****,Positive
"Plan for this evening: dinner, shopping for dress shirts, watching Up, going to bed. Plan for Saturday: Funeral for a friend...",Neutral
Shen computer just broke  Time to get the old IBM out...,Neutral
 He doesn`t need the shirt for that Jane...we just had to suffer another two old eps tonight,Negative
Im so just heading home,Neutral
 Wow. That`s looks really good. I wish I had some. Was it good?,Positive
"Not going to Suffolk tomorrow.   However, now MB & I are planning a picnic on the Mall with friends Neil & Jodi.",Neutral
"Blah. So i registered to coach this summer and eh the tourney starts July 6th. My vacation 7/15-28th. Fk my life, haha",Negative
"wish i could be in via funchal  yesterday, , , ,  were PERFECT, the best day in my life ****",Positive
"Top 20 ways to go green! http://tinyurl.com/otjttu - this is pretty helpful, and kinda cool actually",Positive
"yesterday was fun.. 1st concert of the year [i know, i`m late xD].. buena vista social club live FOR FREE..",Positive
sucks not being able to take days off of work or have the money to take the trip  so sad,Negative
FYI no internets until THURSTAG!!!! after saturday  i have a feeling i will become 800x more productive during those days.,Positive
YO I`m just on the computer,Neutral
In a Drill Sergeant`s voice: everybody wake the **** UP!!! *flicks on everyone`s lights* it`s 500 est rise and shine beetches!! Lol JK,Negative
Is actually workin the weekend...Not for it,Neutral
"haircut as short as possible, even change color , new me",Neutral
 I am glad to hear that you are ok. Without you they would have to rename the show to  'Just Friends',Positive
yep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk,Neutral
"had an amazingly unproductive day, but i loved it  time to go catch up on sleep!",Positive
**** i`m gonna miss the grand prix.I`m going to have to try and sneak back to the room,Negative
listening to the online radio; oldies,Neutral
work soonnnnnn  it`s looking rly dead today...,Negative
