Sentence,Label,ProcessedSentence
I'm not merely satisfied with the product; I'm genuinely impressed by it.,Positive,not merely satisfied product genuinely impress
"Not only did the event exceed my expectations, but it was also highly memorable.",Positive,not event exceed expectation also highly memorable
The book was not just a good read; it was a deeply engaging and thought-provoking experience.,Positive,book not good read deeply engaging thoughtprovoking experience
I'm not just thrilled about the promotion; I'm genuinely excited about it.,Positive,not thrill promotion genuinely excited
"Not only did the service meet my needs, but it also went above and beyond.",Positive,not service meet need also go beyond
The vacation was not just a getaway; it was a truly rejuvenating experience.,Positive,vacation not getaway truly rejuvenating experience
I'm not merely pleased with the design; I'm genuinely impressed by it.,Positive,not merely pleased design genuinely impress
"Not only did the concert entertain me, but it also left a lasting impact.",Positive,not concert entertain also leave lasting impact
"Even though the competition was fierce, it was not discouraging; it was motivating.",Positive,even though competition fierce not discourage motivate
I'm not just satisfied with the results; I'm absolutely thrilled with them.,Positive,not satisfied result absolutely thrilled
"Not only did the product deliver on its promises, but it also exceeded them.",Positive,not product deliver promise also exceed
The meal was not just good; it was an extraordinary culinary experience.,Positive,meal not good extraordinary culinary experience
I'm not merely happy with the feedback; I'm genuinely ecstatic about it.,Positive,not merely happy feedback genuinely ecstatic
"Not only did the course benefit me, but it also inspired me for future endeavors.",Positive,not course benefit also inspire future endeavor
"Even though the project was challenging, it was not overwhelming; it was empowering.",Positive,even though project challenge not overwhelming empower
I'm not just thrilled about the new role; I'm genuinely excited to start.,Positive,not thrill new role genuinely excited start
"Not only did the vacation meet my expectations, but it also provided unforgettable memories.",Positive,not vacation meet expectation also provide unforgettable memory
The presentation was not just informative; it was engaging and motivating.,Positive,presentation not informative engage motivate
I'm not merely pleased with the outcome; I'm thoroughly delighted with it.,Positive,not merely pleased outcome thoroughly delighted
"Not only did the seminar provide valuable insights, but it also inspired me.",Positive,not seminar provide valuable insight also inspire
"Even though the day was hectic, it was not stressful; it was productive and fulfilling.",Positive,even though day hectic not stressful productive fulfil
I'm not just satisfied with the service; I'm thoroughly impressed by it.,Positive,not satisfied service thoroughly impressed
"Not only did the event exceed my expectations, but it was also highly memorable.",Positive,not event exceed expectation also highly memorable
The book was not just a good read; it was a deeply engaging and thought-provoking experience.,Positive,book not good read deeply engaging thoughtprovoking experience
I'm not just thrilled about the new opportunity; I'm genuinely excited about it.,Positive,not thrill new opportunity genuinely excited
"Not only did the product meet my needs, but it also surpassed my expectations.",Positive,not product meet need also surpass expectation
"Even though the journey was long, it was not tiring; it was enriching and fulfilling.",Positive,even though journey long not tire enrich fulfil
I'm not merely happy with the results; I'm absolutely ecstatic about them.,Positive,not merely happy result absolutely ecstatic
"Not only did the seminar inform me, but it also inspired me for future growth.",Positive,not seminar inform also inspire future growth
The food was not just delicious; it was an extraordinary culinary delight.,Positive,food not delicious extraordinary culinary delight
I'm not just content with the progress; I'm genuinely excited about it.,Positive,not content progress genuinely excited
"Not only did the course enhance my skills, but it also exceeded my expectations.",Positive,not course enhance skill also exceed expectation
"Even though the workshop was intensive, it was not overwhelming; it was invigorating.",Positive,even though workshop intensive not overwhelming invigorate
I'm not merely satisfied with the feedback; I'm genuinely thrilled about it.,Positive,not merely satisfied feedback genuinely thrilled
"Not only did the event go well, but it also left a lasting impact on me.",Positive,not event go well also leave last impact
The book was not just interesting; it was incredibly engaging and insightful.,Positive,book not interesting incredibly engaging insightful
I'm not just thrilled about the promotion; I'm genuinely excited to start.,Positive,not thrill promotion genuinely excited start
